Run,Assay Type,BioProject,BioSample,Center Name,collection_date,Consent,Experiment,geo_loc_name_country,geo_loc_name_country_continent,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,BioSampleModel,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by,purpose_of_ww_sampling,sequenced_by,ww_processing_protocol,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,collection_date (run),geo_loc_name (run),isolation_source (run),organism (run),ww_population (run),ww_sample_duration (run),ww_sample_matrix (run),ww_sample_type (run),ww_surv_target_1 (run),sewage_type,lat_lon,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,External_Id,geographic_location_(country_and/or_sea),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,investigation_type,Sample_Name,Submitter_Id,geographic_location_(region_and_locality),isolate,SRA_accession,Title,name_of_the_sampling_site,note (run),wastewater_type,samp_collect_device,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),project_name,run_date (run),Sequencing_method,wastewater/sludge_environmental_package,Host,biotic_relationship,env_broad_scale,env_local_scale,env_medium,estimated_size,samp_mat_process,samp_size,samp_vol_we_dna_ext,size_frac,source_uvig,virus_enrich_appr,amplicon_size,epi_week,sequencing_platform,seuqncing_date,wwtp,Strain,collecting_institution,collector_name,host_common_name,host_health_state,host_scientific_name,host_sex,host_subject_id,sample_capture_status,passage_history,collected_by (run),Host_disease,biochem_oxygen_dem,chem_oxygen_dem,lab_host,collection_method,ref_biomaterial,Genotype
SRR15294693,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599463,USA,North America,Illumina MiSeq,27_03-30_RBD_E11,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,91489552,29581343,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-03-30,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294695,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599461,USA,North America,Illumina MiSeq,27_2-2_RBD_B04,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,8595356,5434365,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-2-2,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294696,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599460,USA,North America,Illumina MiSeq,27_3-16_NTD_G01,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,160576276,94086589,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-16,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294697,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599459,USA,North America,Illumina MiSeq,27_3-16_RBD_A08,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,174756386,80590311,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-16,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294698,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599458,USA,North America,Illumina MiSeq,27_3-23_NTD_C02,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,120744946,53574276,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-23,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294699,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599457,USA,North America,Illumina MiSeq,111_6-9_NTD_S52,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,138346824,61100530,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-6-9,USA: Missouri,wastewater,wastewater metagenome,4895,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294700,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599456,USA,North America,Illumina MiSeq,27_3-23_RBD_A07,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,149408574,57399530,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-23,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294701,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599455,USA,North America,Illumina MiSeq,27_3-23_RBD_D08,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,129476354,52304212,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-23,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294704,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599452,USA,North America,Illumina MiSeq,27_3-2_RBD_F01,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,157164742,64166415,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-2,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294705,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599451,USA,North America,Illumina MiSeq,27_3-2_S1S2_F06,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,77139678,48903640,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-2,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294707,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599449,USA,North America,Illumina MiSeq,27_4-13_RBD_B07,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,109245542,45088844,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-4-13,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294709,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599447,USA,North America,Illumina MiSeq,104_3-3_S1S2_F09,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,54508692,27914666,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-3,USA: Missouri,wastewater,wastewater metagenome,Not Collected,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294711,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599445,USA,North America,Illumina MiSeq,27_4-6_RBD_A05,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,81283846,32106530,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-4-6,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294712,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599444,USA,North America,Illumina MiSeq,27_4-6_S1S2_E05,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,70622426,32467514,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-4-6,USA: Missouri,wastewater,wastewater metagenome,27391,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294713,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599443,USA,North America,Illumina MiSeq,28_3-2_RBD_C02,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-08T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,56865522,37903754,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-2,USA: Missouri,wastewater,wastewater metagenome,15906,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294714,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599442,USA,North America,Illumina MiSeq,29_3-2_NTD_D09,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-30T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,161231854,73041339,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-2,USA: Missouri,wastewater,wastewater metagenome,10730,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294719,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599437,USA,North America,Illumina MiSeq,29_4-13_RBD_A01,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,78464680,29296331,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-4-13,USA: Missouri,wastewater,wastewater metagenome,10730,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294720,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599436,USA,North America,Illumina MiSeq,111_6-9_RBD_S80,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-30T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,113926694,47717335,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-6-9,USA: Missouri,wastewater,wastewater metagenome,4895,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294721,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599435,USA,North America,Illumina MiSeq,29_4-13_RBD_A07,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,98328874,39083984,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-4-13,USA: Missouri,wastewater,wastewater metagenome,10730,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294723,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599433,USA,North America,Illumina MiSeq,30_4-7_RBD_A06,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-30T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,62088474,26429471,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-4-7,USA: Missouri,wastewater,wastewater metagenome,3282,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294724,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599432,USA,North America,Illumina MiSeq,30_4-7_RBD_C06,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,66044216,27392923,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-4-7,USA: Missouri,wastewater,wastewater metagenome,3282,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294725,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599431,USA,North America,Illumina MiSeq,30_4-7_S1S2_E06,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,61166210,30444407,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-4-7,USA: Missouri,wastewater,wastewater metagenome,3282,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294726,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599430,USA,North America,Illumina MiSeq,31_3-23_NTD_C03,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-30T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,123581570,54103980,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-23,USA: Missouri,wastewater,wastewater metagenome,10114,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294728,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599428,USA,North America,Illumina MiSeq,49_3-16_RBD_B03,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,167868302,77168541,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-16,USA: Missouri,wastewater,wastewater metagenome,174537,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294729,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599427,USA,North America,Illumina MiSeq,31_3-23_RBD_A08,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,119542150,39809487,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-23,USA: Missouri,wastewater,wastewater metagenome,10114,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294730,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599426,USA,North America,Illumina MiSeq,31_3-23_RBD_D09,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-30T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,139313636,46966048,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-23,USA: Missouri,wastewater,wastewater metagenome,10114,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294731,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599425,USA,North America,Illumina MiSeq,49_1-12_RBD_B12,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-30T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,6584074,4373933,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-1-12,USA: Missouri,wastewater,wastewater metagenome,174537,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294732,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599424,USA,North America,Illumina MiSeq,49_03-30_S1S2_H06,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-30T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,74321716,30832395,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-03-30,USA: Missouri,wastewater,wastewater metagenome,174537,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294733,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599423,USA,North America,Illumina MiSeq,31_3-23_S1S2_F03,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,113343958,48685272,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-23,USA: Missouri,wastewater,wastewater metagenome,10114,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294734,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599422,USA,North America,Illumina MiSeq,49_03-30_RBD_B06,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-30T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,76231862,23746823,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-03-30,USA: Missouri,wastewater,wastewater metagenome,174537,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294735,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599421,USA,North America,Illumina MiSeq,31_3-2_RBD_C03,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-01T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,51772602,34809940,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-2,USA: Missouri,wastewater,wastewater metagenome,10114,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
